,date,state,fips,cases,deaths
4253,2020-05-19,California,6,83981,3422
1778,2020-04-04,California,6,13796,323
4088,2020-05-16,California,6,78933,3254
3538,2020-05-06,California,6,60787,2478
3813,2020-05-11,California,6,69514,2820
3868,2020-05-12,California,6,71150,2902
3758,2020-05-10,California,6,68051,2769
3703,2020-05-09,California,6,66824,2732
3923,2020-05-13,California,6,73218,3014
1613,2020-04-01,California,6,9857,212
1668,2020-04-02,California,6,11190,247
3978,2020-05-14,California,6,74947,3039
3648,2020-05-08,California,6,64616,2650
4033,2020-05-15,California,6,77015,3192
1503,2020-03-30,California,6,7421,147
3593,2020-05-07,California,6,62481,2561
4418,2020-05-22,California,6,90801,3690
3153,2020-04-29,California,6,48904,1961
4748,2020-05-28,California,6,104071,4042
2713,2020-04-21,California,6,35844,1316
4803,2020-05-29,California,6,107043,4144
4858,2020-05-30,California,6,110100,4214
1943,2020-04-07,California,6,17540,447
2658,2020-04-20,California,6,33862,1223
4913,2020-05-31,California,6,113114,4242
2768,2020-04-22,California,6,37573,1425
1231,2020-03-25,California,6,3183,68
2548,2020-04-18,California,6,30829,1146
4968,2020-06-01,California,6,115643,4287
2493,2020-04-17,California,6,29398,1050
1998,2020-04-08,California,6,19043,506
5023,2020-06-02,California,6,118081,4360
2603,2020-04-19,California,6,31544,1176
2823,2020-04-23,California,6,39534,1548
3098,2020-04-28,California,6,46570,1884
4473,2020-05-23,California,6,92815,3768
3043,2020-04-27,California,6,45208,1800
4528,2020-05-24,California,6,94743,3790
1339,2020-03-27,California,6,4915,104
1833,2020-04-05,California,6,15202,351
2988,2020-04-26,California,6,43691,1716
4583,2020-05-25,California,6,97017,3808
2933,2020-04-25,California,6,42590,1692
2878,2020-04-24,California,6,41368,1619
4638,2020-05-26,California,6,99924,3859
4693,2020-05-27,California,6,101873,3961
1285,2020-03-26,California,6,4060,83
1888,2020-04-06,California,6,16361,386
1177,2020-03-24,California,6,2644,52
5353,2020-06-08,California,6,134287,4679
7058,2020-07-09,California,6,303516,6825
254,2020-03-02,California,6,38,0
6123,2020-06-22,California,6,184620,5561
7498,2020-07-17,California,6,374922,7607
186,2020-02-24,California,6,11,0
194,2020-02-25,California,6,11,0
6948,2020-07-07,California,6,287766,6563
8048,2020-07-27,California,6,467103,8544
853,2020-03-18,California,6,893,17
5793,2020-06-16,California,6,159131,5202
6893,2020-07-06,California,6,277869,6452
241,2020-03-01,California,6,33,0
116,2020-02-15,California,6,7,0
961,2020-03-20,California,6,1283,24
7113,2020-07-10,California,6,311505,6936
130,2020-02-17,California,6,7,0
351,2020-03-07,California,6,100,1
269,2020-03-03,California,6,45,0
5738,2020-06-15,California,6,155662,5120
6563,2020-06-30,California,6,232153,6083
6508,2020-06-29,California,6,223995,5979
178,2020-02-23,California,6,9,0
8213,2020-07-30,California,6,494269,9009
6178,2020-06-23,California,6,191039,5637
7993,2020-07-26,California,6,459338,8451
123,2020-02-16,California,6,7,0
7003,2020-07-08,California,6,296304,6708
7663,2020-07-20,California,6,400195,7764
5683,2020-06-14,California,6,152953,5089
693,2020-03-15,California,6,478,6
590,2020-03-13,California,6,320,5
6618,2020-07-01,California,6,239764,6168
6068,2020-06-21,California,6,178807,5517
6728,2020-07-03,California,6,256298,6315
641,2020-03-14,California,6,381,5
8433,2020-08-03,California,6,522235,9500
203,2020-02-26,California,6,26,0
8103,2020-07-28,California,6,474951,8716
212,2020-02-27,California,6,26,0
7553,2020-07-18,California,6,383194,7697
6013,2020-06-20,California,6,174854,5495
5958,2020-06-19,California,6,170843,5425
6343,2020-06-26,California,6,207027,5872
5848,2020-06-17,California,6,163381,5283
8378,2020-08-02,California,6,515937,9399
7718,2020-07-21,California,6,410366,7883
8158,2020-07-29,California,6,486039,8884
6783,2020-07-04,California,6,265176,6329
6838,2020-07-05,California,6,271587,6369
7608,2020-07-19,California,6,391460,7710
231,2020-02-29,California,6,28,0
221,2020-02-28,California,6,27,0
907,2020-03-19,California,6,1067,19
8488,2020-08-04,California,6,527258,9696
5903,2020-06-18,California,6,167135,5359
542,2020-03-12,California,6,252,4
6673,2020-07-02,California,6,248198,6263
302,2020-03-05,California,6,67,1
419,2020-03-09,California,6,172,2
7223,2020-07-12,California,6,327676,7042
746,2020-03-16,California,6,588,11
5518,2020-06-11,California,6,143709,4941
1069,2020-03-22,California,6,1851,35
154,2020-02-20,California,6,8,0
7388,2020-07-15,California,6,355497,7368
7443,2020-07-16,California,6,364761,7490
7333,2020-07-14,California,6,346593,7227
138,2020-02-18,California,6,7,0
5408,2020-06-09,California,6,137245,4775
5463,2020-06-10,California,6,140139,4869
799,2020-03-17,California,6,732,14
456,2020-03-10,California,6,179,3
162,2020-02-21,California,6,9,0
7278,2020-07-13,California,6,336206,7086
6288,2020-06-25,California,6,201413,5810
6453,2020-06-28,California,6,216955,5937
7938,2020-07-25,California,6,453327,8428
146,2020-02-19,California,6,7,0
285,2020-03-04,California,6,55,1
8323,2020-08-01,California,6,509507,9365
323,2020-03-06,California,6,81,1
7773,2020-07-22,California,6,422528,8038
7168,2020-07-11,California,6,320030,7012
5628,2020-06-13,California,6,150434,5059
8268,2020-07-31,California,6,502273,9222
6233,2020-06-24,California,6,195889,5728
170,2020-02-22,California,6,9,0
1015,2020-03-21,California,6,1544,28
496,2020-03-11,California,6,202,4
384,2020-03-08,California,6,112,1
7883,2020-07-24,California,6,443096,8325
7828,2020-07-23,California,6,433175,8190
5573,2020-06-12,California,6,147285,4986
6398,2020-06-27,California,6,211453,5902
4089,2020-05-16,Colorado,8,21604,1192
6619,2020-07-01,Colorado,8,33012,1697
4419,2020-05-22,Colorado,8,23456,1324
8269,2020-07-31,Colorado,8,46948,1841
4144,2020-05-17,Colorado,8,21909,1215
6344,2020-06-26,Colorado,8,31780,1673
4364,2020-05-21,Colorado,8,23161,1310
4309,2020-05-20,Colorado,8,22769,1299
1944,2020-04-07,Colorado,8,5429,179
4254,2020-05-19,Colorado,8,22454,1257
2659,2020-04-20,Colorado,8,10106,448
6509,2020-06-29,Colorado,8,32495,1682
4199,2020-05-18,Colorado,8,22174,1224
8214,2020-07-30,Colorado,8,46338,1826
6454,2020-06-28,Colorado,8,32290,1676
6564,2020-06-30,Colorado,8,32698,1690
1449,2020-03-29,Colorado,8,2315,47
694,2020-03-15,Colorado,8,136,2
747,2020-03-16,Colorado,8,161,2
1394,2020-03-28,Colorado,8,2061,44
8159,2020-07-29,Colorado,8,45885,1826
6399,2020-06-27,Colorado,8,32006,1674
2714,2020-04-21,Colorado,8,10447,484
3319,2020-05-02,Colorado,8,16118,830
2604,2020-04-19,Colorado,8,9730,421
2769,2020-04-22,Colorado,8,10878,526
7224,2020-07-12,Colorado,8,36933,1726
3594,2020-05-07,Colorado,8,18264,942
7444,2020-07-16,Colorado,8,38817,1746
2989,2020-04-26,Colorado,8,13440,678
497,2020-03-11,Colorado,8,34,0
7884,2020-07-24,Colorado,8,43098,1791
7169,2020-07-11,Colorado,8,36633,1725
3649,2020-05-08,Colorado,8,18719,958
1614,2020-04-01,Colorado,8,3346,80
7939,2020-07-25,Colorado,8,43847,1795
7114,2020-07-10,Colorado,8,36210,1724
1834,2020-04-05,Colorado,8,4950,140
2934,2020-04-25,Colorado,8,12967,670
303,2020-03-05,Colorado,8,2,0
3374,2020-05-03,Colorado,8,16527,840
3099,2020-04-28,Colorado,8,14239,734
7774,2020-07-22,Colorado,8,41747,1772
324,2020-03-06,Colorado,8,8,0
3429,2020-05-04,Colorado,8,16799,849
7829,2020-07-23,Colorado,8,42409,1788
7389,2020-07-15,Colorado,8,38240,1745
3484,2020-05-05,Colorado,8,17256,901
7334,2020-07-14,Colorado,8,37761,1739
457,2020-03-10,Colorado,8,17,0
3044,2020-04-27,Colorado,8,13804,705
1669,2020-04-02,Colorado,8,3728,96
420,2020-03-09,Colorado,8,12,0
7279,2020-07-13,Colorado,8,37303,1728
3539,2020-05-06,Colorado,8,17720,919
6674,2020-07-02,Colorado,8,33335,1701
7059,2020-07-09,Colorado,8,35604,1707
1724,2020-04-03,Colorado,8,4182,110
3924,2020-05-13,Colorado,8,20442,1062
6839,2020-07-05,Colorado,8,34100,1703
3979,2020-05-14,Colorado,8,20813,1091
6784,2020-07-04,Colorado,8,33900,1703
4034,2020-05-15,Colorado,8,21207,1150
2824,2020-04-23,Colorado,8,11262,557
1504,2020-03-30,Colorado,8,2628,51
6729,2020-07-03,Colorado,8,33607,1701
642,2020-03-14,Colorado,8,103,2
8104,2020-07-28,Colorado,8,45420,1809
3154,2020-04-29,Colorado,8,14680,764
3704,2020-05-09,Colorado,8,19267,965
1889,2020-04-06,Colorado,8,5172,150
543,2020-03-12,Colorado,8,49,1
7719,2020-07-21,Colorado,8,41152,1764
3759,2020-05-10,Colorado,8,19595,969
7994,2020-07-26,Colorado,8,44364,1795
7004,2020-07-08,Colorado,8,35185,1707
3814,2020-05-11,Colorado,8,19793,986
2879,2020-04-24,Colorado,8,12255,672
7499,2020-07-17,Colorado,8,39409,1753
1559,2020-03-31,Colorado,8,2990,69
6949,2020-07-07,Colorado,8,34717,1709
8049,2020-07-27,Colorado,8,44723,1800
3869,2020-05-12,Colorado,8,20103,1009
6894,2020-07-06,Colorado,8,34316,1704
591,2020-03-13,Colorado,8,78,2
7554,2020-07-18,Colorado,8,39811,1753
1286,2020-03-26,Colorado,8,1432,24
5959,2020-06-19,Colorado,8,30172,1643
2384,2020-04-15,Colorado,8,8280,355
5629,2020-06-13,Colorado,8,29002,1598
4749,2020-05-28,Colorado,8,25116,1422
1779,2020-04-04,Colorado,8,4574,126
5574,2020-06-12,Colorado,8,28807,1595
6014,2020-06-20,Colorado,8,30334,1647
1016,2020-03-21,Colorado,8,475,6
5134,2020-06-04,Colorado,8,27346,1512
8434,2020-08-03,Colorado,8,48119,1849
6069,2020-06-21,Colorado,8,30524,1647
1124,2020-03-23,Colorado,8,721,10
6124,2020-06-22,Colorado,8,30689,1651
3264,2020-05-01,Colorado,8,15661,818
2164,2020-04-11,Colorado,8,6893,274
4639,2020-05-26,Colorado,8,24553,1352
4804,2020-05-29,Colorado,8,25602,1437
2439,2020-04-16,Colorado,8,8675,374
5189,2020-06-05,Colorado,8,27601,1524
4694,2020-05-27,Colorado,8,24775,1393
5519,2020-06-11,Colorado,8,28632,1583
8379,2020-08-02,Colorado,8,47799,1846
962,2020-03-20,Colorado,8,364,5
854,2020-03-18,Colorado,8,216,3
6179,2020-06-23,Colorado,8,30877,1665
2219,2020-04-12,Colorado,8,7303,290
2054,2020-04-09,Colorado,8,6202,227
4969,2020-06-01,Colorado,8,26563,1458
5739,2020-06-15,Colorado,8,29284,1605
5794,2020-06-16,Colorado,8,29427,1617
5024,2020-06-02,Colorado,8,26774,1474
7609,2020-07-19,Colorado,8,40182,1753
4914,2020-05-31,Colorado,8,26364,1445
5849,2020-06-17,Colorado,8,29658,1631
1232,2020-03-25,Colorado,8,1086,19
5079,2020-06-03,Colorado,8,27046,1494
352,2020-03-07,Colorado,8,8,0
5684,2020-06-14,Colorado,8,29115,1599
5904,2020-06-18,Colorado,8,29886,1638
908,2020-03-19,Colorado,8,278,5
8489,2020-08-04,Colorado,8,48492,1855
2329,2020-04-14,Colorado,8,7941,329
7664,2020-07-20,Colorado,8,40649,1759
1178,2020-03-24,Colorado,8,912,11
2274,2020-04-13,Colorado,8,7691,308
4859,2020-05-30,Colorado,8,26084,1443
1340,2020-03-27,Colorado,8,1735,31
6289,2020-06-25,Colorado,8,31463,1669
6234,2020-06-24,Colorado,8,31139,1667
2494,2020-04-17,Colorado,8,9047,389
3209,2020-04-30,Colorado,8,15207,775
5409,2020-06-09,Colorado,8,28333,1553
5299,2020-06-07,Colorado,8,27987,1527
5244,2020-06-06,Colorado,8,27834,1527
800,2020-03-17,Colorado,8,183,3
4474,2020-05-23,Colorado,8,23932,1327
2109,2020-04-10,Colorado,8,6510,253
8324,2020-08-01,Colorado,8,47357,1846
5464,2020-06-10,Colorado,8,28484,1573
385,2020-03-08,Colorado,8,8,0
4584,2020-05-25,Colorado,8,24256,1333
1070,2020-03-22,Colorado,8,591,7
2549,2020-04-18,Colorado,8,9433,409
4529,2020-05-24,Colorado,8,24140,1332
1999,2020-04-08,Colorado,8,5655,192
5354,2020-06-08,Colorado,8,28169,1543
5300,2020-06-07,Connecticut,9,43968,4071
5685,2020-06-14,Connecticut,9,45088,4201
3705,2020-05-09,Connecticut,9,32984,2932
1179,2020-03-24,Connecticut,9,618,12
7940,2020-07-25,Connecticut,9,48776,4413
7060,2020-07-09,Connecticut,9,47209,4348
2110,2020-04-10,Connecticut,9,10538,448
7720,2020-07-21,Connecticut,9,48096,4406
2935,2020-04-25,Connecticut,9,24582,1862
3430,2020-05-04,Connecticut,9,29973,2556
1071,2020-03-22,Connecticut,9,327,8
5355,2020-06-08,Connecticut,9,44092,4084
963,2020-03-20,Connecticut,9,194,4
7005,2020-07-08,Connecticut,9,47108,4343
3375,2020-05-03,Connecticut,9,29287,2436
1780,2020-04-04,Connecticut,9,5276,165
3100,2020-04-28,Connecticut,9,26312,2089
3760,2020-05-10,Connecticut,9,33554,2967
5025,2020-06-02,Connecticut,9,42979,3972
7775,2020-07-22,Connecticut,9,48223,4406
2275,2020-04-13,Connecticut,9,13381,602
544,2020-03-12,Connecticut,9,6,0
1725,2020-04-03,Connecticut,9,4915,132
7390,2020-07-15,Connecticut,9,47636,4380
5740,2020-06-15,Connecticut,9,45235,4204
7115,2020-07-10,Connecticut,9,47287,4348
3540,2020-05-06,Connecticut,9,30995,2718
7830,2020-07-23,Connecticut,9,48232,4410
458,2020-03-10,Connecticut,9,2,0
5410,2020-06-09,Connecticut,9,44179,4097
2990,2020-04-26,Connecticut,9,25269,1925
5520,2020-06-11,Connecticut,9,44461,4146
1670,2020-04-02,Connecticut,9,3824,112
3595,2020-05-07,Connecticut,9,31784,2797
1017,2020-03-21,Connecticut,9,223,5
5190,2020-06-05,Connecticut,9,43460,4038
2165,2020-04-11,Connecticut,9,11510,494
421,2020-03-09,Connecticut,9,2,0
5465,2020-06-10,Connecticut,9,44347,4120
7225,2020-07-12,Connecticut,9,47287,4348
1835,2020-04-05,Connecticut,9,5675,189
1125,2020-03-23,Connecticut,9,415,10
7280,2020-07-13,Connecticut,9,47510,4371
3210,2020-04-30,Connecticut,9,27700,2257
3045,2020-04-27,Connecticut,9,25997,2012
1615,2020-04-01,Connecticut,9,3557,85
5080,2020-06-03,Connecticut,9,43091,3989
7665,2020-07-20,Connecticut,9,48055,4406
2220,2020-04-12,Connecticut,9,12035,554
7335,2020-07-14,Connecticut,9,47530,4372
3485,2020-05-05,Connecticut,9,30621,2633
5135,2020-06-04,Connecticut,9,43239,4007
7445,2020-07-16,Connecticut,9,47750,4389
3650,2020-05-08,Connecticut,9,32411,2874
5630,2020-06-13,Connecticut,9,44994,4186
7170,2020-07-11,Connecticut,9,47287,4348
498,2020-03-11,Connecticut,9,3,0
5575,2020-06-12,Connecticut,9,44689,4159
5245,2020-06-06,Connecticut,9,43818,4055
7885,2020-07-24,Connecticut,9,48776,4413
2550,2020-04-18,Connecticut,9,17550,1086
592,2020-03-13,Connecticut,9,11,0
3815,2020-05-11,Connecticut,9,33765,3008
1945,2020-04-07,Connecticut,9,7781,277
4255,2020-05-19,Connecticut,9,38430,3472
6180,2020-06-23,Connecticut,9,45899,4277
6510,2020-06-29,Connecticut,9,46362,4320
4585,2020-05-25,Connecticut,9,40873,3742
8215,2020-07-30,Connecticut,9,49670,4431
4200,2020-05-18,Connecticut,9,38116,3449
2000,2020-04-08,Connecticut,9,8781,335
3265,2020-05-01,Connecticut,9,28764,2339
6125,2020-06-22,Connecticut,9,45782,4263
6565,2020-06-30,Connecticut,9,46514,4322
4145,2020-05-17,Connecticut,9,37419,3408
8380,2020-08-02,Connecticut,9,49810,4432
2715,2020-04-21,Connecticut,9,20360,1423
4695,2020-05-27,Connecticut,9,41288,3803
6070,2020-06-21,Connecticut,9,45755,4260
8160,2020-07-29,Connecticut,9,49540,4425
4640,2020-05-26,Connecticut,9,41303,3769
1450,2020-03-29,Connecticut,9,1993,34
695,2020-03-15,Connecticut,9,26,0
2440,2020-04-16,Connecticut,9,15884,971
855,2020-03-18,Connecticut,9,96,1
4420,2020-05-22,Connecticut,9,39640,3637
6345,2020-06-26,Connecticut,9,46059,4307
8270,2020-07-31,Connecticut,9,49810,4432
6290,2020-06-25,Connecticut,9,45994,4298
4475,2020-05-23,Connecticut,9,40022,3675
4365,2020-05-21,Connecticut,9,39208,3582
6400,2020-06-27,Connecticut,9,46206,4311
801,2020-03-17,Connecticut,9,68,0
386,2020-03-08,Connecticut,9,1,0
2605,2020-04-19,Connecticut,9,17962,1127
4530,2020-05-24,Connecticut,9,40468,3693
1395,2020-03-28,Connecticut,9,1524,33
4310,2020-05-20,Connecticut,9,39017,3529
2660,2020-04-20,Connecticut,9,19815,1331
8325,2020-08-01,Connecticut,9,49810,4432
6455,2020-06-28,Connecticut,9,46303,4316
6235,2020-06-24,Connecticut,9,45913,4287
2495,2020-04-17,Connecticut,9,16809,1036
1341,2020-03-27,Connecticut,9,1291,27
748,2020-03-16,Connecticut,9,41,0
1287,2020-03-26,Connecticut,9,1012,21
909,2020-03-19,Connecticut,9,159,4
2330,2020-04-14,Connecticut,9,13989,671
5850,2020-06-17,Connecticut,9,45429,4219
6840,2020-07-05,Connecticut,9,46717,4335
3155,2020-04-29,Connecticut,9,26767,2168
3925,2020-05-13,Connecticut,9,34855,3125
8490,2020-08-04,Connecticut,9,50110,4437
1233,2020-03-25,Connecticut,9,875,19
1890,2020-04-06,Connecticut,9,6906,206
7555,2020-07-18,Connecticut,9,47893,4396
4915,2020-05-31,Connecticut,9,42201,3944
7500,2020-07-17,Connecticut,9,47893,4396
7995,2020-07-26,Connecticut,9,48776,4413
7610,2020-07-19,Connecticut,9,47893,4396
2880,2020-04-24,Connecticut,9,23921,1764
2055,2020-04-09,Connecticut,9,9784,380
1560,2020-03-31,Connecticut,9,3128,69
6620,2020-07-01,Connecticut,9,46572,4324
4970,2020-06-01,Connecticut,9,42740,3964
6895,2020-07-06,Connecticut,9,46976,4338
3870,2020-05-12,Connecticut,9,34333,3041
5795,2020-06-16,Connecticut,9,45349,4210
8050,2020-07-27,Connecticut,9,48983,4418
6950,2020-07-07,Connecticut,9,47033,4338
4860,2020-05-30,Connecticut,9,42022,3912
3980,2020-05-14,Connecticut,9,35464,3219
4090,2020-05-16,Connecticut,9,36703,3339
6015,2020-06-20,Connecticut,9,45715,4251
6675,2020-07-02,Connecticut,9,46646,4326
8105,2020-07-28,Connecticut,9,49077,4423
2770,2020-04-22,Connecticut,9,22469,1544
2385,2020-04-15,Connecticut,9,14755,868
4750,2020-05-28,Connecticut,9,41559,3826
8435,2020-08-03,Connecticut,9,50062,4437
5960,2020-06-19,Connecticut,9,45557,4238
643,2020-03-14,Connecticut,9,20,0
4805,2020-05-29,Connecticut,9,41762,3868
6785,2020-07-04,Connecticut,9,46717,4335
5905,2020-06-18,Connecticut,9,45440,4226
4035,2020-05-15,Connecticut,9,36085,3285
2825,2020-04-23,Connecticut,9,23100,1639
1505,2020-03-30,Connecticut,9,2571,36
6730,2020-07-03,Connecticut,9,46717,4335
3320,2020-05-02,Connecticut,9,29287,2436
1781,2020-04-04,Delaware,10,593,14
7721,2020-07-21,Delaware,10,13746,525
3156,2020-04-29,Delaware,10,4655,144
8216,2020-07-30,Delaware,10,14689,581
7776,2020-07-22,Delaware,10,13792,527
8271,2020-07-31,Delaware,10,14788,585
2551,2020-04-18,Delaware,10,2538,67
2496,2020-04-17,Delaware,10,2323,61
8326,2020-08-01,Delaware,10,14877,585
2001,2020-04-08,Delaware,10,1116,19
2441,2020-04-16,Delaware,10,2075,52
8381,2020-08-02,Delaware,10,14949,585
2386,2020-04-15,Delaware,10,2014,46
8436,2020-08-03,Delaware,10,15055,585
2331,2020-04-14,Delaware,10,1926,43
8491,2020-08-04,Delaware,10,15137,587
2056,2020-04-09,Delaware,10,1209,23
2276,2020-04-13,Delaware,10,1761,41
2221,2020-04-12,Delaware,10,1625,35
2166,2020-04-11,Delaware,10,1479,33
2111,2020-04-10,Delaware,10,1326,32
2606,2020-04-19,Delaware,10,2538,67
2661,2020-04-20,Delaware,10,2745,72
3046,2020-04-27,Delaware,10,4162,125
7831,2020-07-23,Delaware,10,13924,529
1836,2020-04-05,Delaware,10,673,14
2991,2020-04-26,Delaware,10,4034,120
7886,2020-07-24,Delaware,10,14202,578
2936,2020-04-25,Delaware,10,3576,112
7941,2020-07-25,Delaware,10,14175,579
3101,2020-04-28,Delaware,10,4575,137
2881,2020-04-24,Delaware,10,3442,100
8051,2020-07-27,Delaware,10,14406,579
1891,2020-04-06,Delaware,10,783,15
2826,2020-04-23,Delaware,10,3308,92
2771,2020-04-22,Delaware,10,3200,89
8106,2020-07-28,Delaware,10,14476,580
2716,2020-04-21,Delaware,10,2931,82
8161,2020-07-29,Delaware,10,14602,581
1946,2020-04-07,Delaware,10,928,16
7996,2020-07-26,Delaware,10,14290,579
5356,2020-06-08,Delaware,10,9972,398
6786,2020-07-04,Delaware,10,11996,512
4916,2020-05-31,Delaware,10,9498,366
1234,2020-03-25,Delaware,10,119,0
4036,2020-05-15,Delaware,10,7373,271
1506,2020-03-30,Delaware,10,264,7
6731,2020-07-03,Delaware,10,11923,512
5851,2020-06-17,Delaware,10,10444,426
644,2020-03-14,Delaware,10,4,0
910,2020-03-19,Delaware,10,30,0
6676,2020-07-02,Delaware,10,11731,510
6621,2020-07-01,Delaware,10,11510,509
4861,2020-05-30,Delaware,10,9422,361
4091,2020-05-16,Delaware,10,7547,286
5906,2020-06-18,Delaware,10,10499,431
4146,2020-05-17,Delaware,10,7670,290
6841,2020-07-05,Delaware,10,12128,512
7006,2020-07-08,Delaware,10,12462,515
3816,2020-05-11,Delaware,10,6565,225
5741,2020-06-15,Delaware,10,10340,423
964,2020-03-20,Delaware,10,39,0
6951,2020-07-07,Delaware,10,12414,514
1561,2020-03-31,Delaware,10,319,10
6896,2020-07-06,Delaware,10,12293,512
3871,2020-05-12,Delaware,10,6741,237
4971,2020-06-01,Delaware,10,9605,368
593,2020-03-13,Delaware,10,4,0
3926,2020-05-13,Delaware,10,6952,247
5796,2020-06-16,Delaware,10,10403,424
3981,2020-05-14,Delaware,10,7223,260
1451,2020-03-29,Delaware,10,232,6
6346,2020-06-26,Delaware,10,11017,507
4421,2020-05-22,Delaware,10,8529,322
4696,2020-05-27,Delaware,10,9096,344
856,2020-03-18,Delaware,10,26,0
4641,2020-05-26,Delaware,10,9066,335
6071,2020-06-21,Delaware,10,10775,435
6291,2020-06-25,Delaware,10,10980,507
4476,2020-05-23,Delaware,10,8690,324
802,2020-03-17,Delaware,10,16,0
6126,2020-06-22,Delaware,10,10820,435
1342,2020-03-27,Delaware,10,165,2
6236,2020-06-24,Delaware,10,10889,505
4531,2020-05-24,Delaware,10,8809,326
4586,2020-05-25,Delaware,10,8965,332
6181,2020-06-23,Delaware,10,10847,504
4366,2020-05-21,Delaware,10,8386,317
6401,2020-06-27,Delaware,10,11091,507
1288,2020-03-26,Delaware,10,143,1
696,2020-03-15,Delaware,10,7,0
6566,2020-06-30,Delaware,10,11474,509
6511,2020-06-29,Delaware,10,11376,507
4201,2020-05-18,Delaware,10,7869,297
4806,2020-05-29,Delaware,10,9236,356
4256,2020-05-19,Delaware,10,8037,304
4751,2020-05-28,Delaware,10,9171,345
5961,2020-06-19,Delaware,10,10611,433
3761,2020-05-10,Delaware,10,6447,224
6016,2020-06-20,Delaware,10,10681,434
6456,2020-06-28,Delaware,10,11226,507
1396,2020-03-28,Delaware,10,214,5
749,2020-03-16,Delaware,10,8,0
4311,2020-05-20,Delaware,10,8194,310
545,2020-03-12,Delaware,10,4,0
5466,2020-06-10,Delaware,10,10056,413
7391,2020-07-15,Delaware,10,13050,521
3431,2020-05-04,Delaware,10,5288,182
1126,2020-03-23,Delaware,10,87,0
7336,2020-07-14,Delaware,10,12969,518
3486,2020-05-05,Delaware,10,5371,187
5026,2020-06-02,Delaware,10,9685,373
1671,2020-04-02,Delaware,10,393,12
5521,2020-06-11,Delaware,10,10106,414
1018,2020-03-21,Delaware,10,45,0
7281,2020-07-13,Delaware,10,12879,517
3541,2020-05-06,Delaware,10,5778,193
5191,2020-06-05,Delaware,10,9773,388
3376,2020-05-03,Delaware,10,5208,177
5411,2020-06-09,Delaware,10,10020,410
7666,2020-07-20,Delaware,10,13624,523
3211,2020-04-30,Delaware,10,4734,152
1072,2020-03-22,Delaware,10,56,0
7611,2020-07-19,Delaware,10,13519,523
7556,2020-07-18,Delaware,10,13429,523
3266,2020-05-01,Delaware,10,4918,159
3321,2020-05-02,Delaware,10,5038,168
5301,2020-06-07,Delaware,10,9942,398
7501,2020-07-17,Delaware,10,13337,521
1726,2020-04-03,Delaware,10,450,14
5246,2020-06-06,Delaware,10,9845,390
7446,2020-07-16,Delaware,10,13114,521
5136,2020-06-04,Delaware,10,9746,386
7226,2020-07-12,Delaware,10,12804,517
7171,2020-07-11,Delaware,10,12743,517
499,2020-03-11,Delaware,10,1,0
3706,2020-05-09,Delaware,10,6277,221
3651,2020-05-08,Delaware,10,6083,213
5686,2020-06-14,Delaware,10,10264,422
7061,2020-07-09,Delaware,10,12531,517
5631,2020-06-13,Delaware,10,10229,419
1180,2020-03-24,Delaware,10,104,0
5081,2020-06-03,Delaware,10,9712,375
3596,2020-05-07,Delaware,10,5939,202
5576,2020-06-12,Delaware,10,10173,414
7116,2020-07-10,Delaware,10,12652,517
1616,2020-04-01,Delaware,10,368,11
5687,2020-06-14,District of Columbia,11,9767,515
5247,2020-06-06,District of Columbia,11,9269,483
4972,2020-06-01,District of Columbia,11,8857,468
4697,2020-05-27,District of Columbia,11,8406,445
8382,2020-08-02,District of Columbia,11,12274,586
4642,2020-05-26,District of Columbia,11,8334,440
5302,2020-06-07,District of Columbia,11,9332,489
5742,2020-06-15,District of Columbia,11,9799,515
6072,2020-06-21,District of Columbia,11,10020,533
2442,2020-04-16,District of Columbia,11,2350,81
